step,loss,lrm,tok_per_sec
5194,0.68049,0.75,30186
5195,0.663222,0.75,30151
5196,0.655775,0.75,30064
5197,0.651706,0.75,30154
5198,0.64371,0.75,30152
5199,0.634643,0.75,30152
5200,0.646272,0.75,28238
5201,0.647649,0.75,30146
5202,0.636211,0.75,29745
5203,0.615488,0.75,30157
5204,0.627444,0.75,30189
5205,0.619949,0.75,30189
5206,0.641513,0.75,30153
5207,0.647152,0.75,27200
5208,0.632582,0.75,30151
5209,0.627262,0.75,30124
5210,0.611386,0.75,30160
5211,0.599091,0.75,30148
5212,0.593406,0.75,30121
5213,0.586365,0.75,30147
5214,0.608532,0.75,30125
5215,0.600648,0.75,30154
5216,0.593991,0.75,30150
5217,0.58378,0.75,29216
5218,0.59113,0.75,30138
5219,0.593581,0.75,30145
5220,0.581244,0.75,30143
5221,0.596342,0.75,30149
5222,0.596948,0.75,30155
5223,0.595221,0.75,29942
5224,0.592523,0.75,30158
5225,0.648166,0.75,30008
5226,0.655349,0.75,30152
5227,0.652005,0.75,30146
5228,0.660666,0.75,30089
5229,0.653176,0.75,30153
5230,0.656282,0.75,30133
5231,0.651966,0.75,30150
5232,0.657271,0.75,30152
5233,0.662117,0.75,30066
5234,0.655921,0.75,30200
5235,0.631948,0.75,29575
5236,0.62434,0.75,30044
5237,0.628258,0.75,30175
5238,0.615087,0.75,29877
5239,0.608523,0.75,30153
5240,0.618659,0.75,30159
5241,0.612964,0.75,29742
5242,0.60196,0.75,30179
5243,0.599088,0.75,30193
5244,0.583144,0.75,30198
5245,0.58359,0.74,30196
5246,0.593273,0.74,28597
5247,0.600365,0.74,29683
5248,0.615899,0.74,30184
5249,0.627629,0.74,30181
5250,0.639984,0.74,30100
5251,0.646867,0.74,30196
5252,0.631265,0.74,30202
5253,0.619914,0.74,30146
5254,0.614782,0.74,30150
5255,0.612224,0.74,30165
5256,0.602319,0.74,30173
5257,0.585768,0.74,30148
5258,0.576299,0.74,30142
5259,0.5657,0.74,30147
5260,0.561283,0.74,30189
5261,0.557105,0.74,30209
5262,0.580035,0.74,30212
5263,0.58776,0.74,30212
5264,0.587441,0.74,30191
5265,0.59146,0.74,30160
5266,0.577664,0.74,30176
5267,0.568065,0.74,30213
5268,0.580508,0.74,30209
5269,0.585566,0.74,30210
5270,0.597915,0.74,30182
5271,0.590552,0.74,30174
5272,0.601045,0.74,29672
5273,0.610918,0.74,30205
5274,0.618906,0.74,30205
5275,0.618104,0.74,30201
5276,0.613065,0.74,30188
5277,0.618733,0.74,30208
5278,0.610492,0.74,30192
5279,0.621008,0.74,30206
5280,0.604263,0.74,30168
5281,0.605831,0.74,30187
5282,0.599646,0.74,28792
5283,0.58676,0.74,30202
5284,0.575858,0.74,30170
5285,0.565106,0.74,30143
5286,0.558952,0.74,30155
5287,0.553916,0.74,30174
5288,0.564008,0.74,30156
5289,0.574782,0.74,30146
5290,0.570928,0.74,29828
5291,0.562133,0.74,30155
5292,0.554609,0.74,28297
5293,0.540573,0.74,28532
5294,0.53029,0.74,30157
5295,0.536164,0.74,30161
5296,0.557054,0.74,30148
5297,0.564187,0.74,30142
5298,0.565692,0.74,30152
5299,0.554868,0.74,30152
5300,0.543549,0.74,30146
5301,0.534159,0.74,30157
5302,0.554424,0.74,30149
5303,0.559616,0.74,29920
5304,0.554054,0.74,30150
5305,0.558593,0.74,30156
5306,0.546791,0.74,30155
5307,0.541765,0.74,29556
5308,0.530783,0.74,30143
5309,0.539816,0.74,30154
5310,0.542676,0.74,27556
5311,0.55093,0.74,30141
5312,0.568057,0.74,30148
5313,0.563776,0.74,30118
5314,0.548231,0.73,30188
5315,0.534663,0.73,30160
5316,0.521315,0.73,30198
5317,0.511589,0.73,30162
5318,0.53141,0.73,30189
5319,0.552683,0.73,30187
5320,0.566138,0.73,30179
5321,0.575632,0.73,30186
5322,0.587547,0.73,30133
5323,0.587028,0.73,30165
5324,0.594632,0.73,30148
5325,0.604623,0.73,30124
5326,0.613304,0.73,27490
5327,0.611722,0.73,30148
5328,0.60238,0.73,28072
5329,0.597908,0.73,30148
5330,0.594081,0.73,30140
5331,0.590771,0.73,30150
5332,0.593073,0.73,30135
5333,0.603926,0.73,30165
5334,0.611806,0.73,30119
5335,0.611508,0.73,30145
5336,0.610845,0.73,30160
5337,0.615425,0.73,30150
5338,0.621911,0.73,27501
5339,0.628192,0.73,30132
5340,0.621382,0.73,30161
5341,0.619743,0.73,30186
5342,0.603788,0.73,29487
5343,0.613134,0.73,30189
5344,0.604313,0.73,30173
5345,0.587136,0.73,29995
5346,0.598416,0.73,29884
5347,0.583278,0.73,30145
5348,0.574497,0.73,30042
5349,0.562368,0.73,30144
5350,0.541938,0.73,30180
5351,0.533939,0.73,30192
5352,0.531288,0.73,30150
5353,0.52031,0.73,29922
5354,0.51594,0.73,30199
5355,0.507104,0.73,30184
5356,0.493803,0.73,29930
5357,0.509507,0.73,29658
5358,0.532571,0.73,30189
5359,0.539109,0.73,29558
5360,0.554672,0.73,28457
5361,0.567667,0.73,30147
5362,0.557619,0.73,30155
5363,0.566664,0.73,30104
5364,0.569927,0.73,30150
5365,0.5628,0.73,30147
5366,0.550972,0.73,29926
5367,0.53858,0.73,30154
5368,0.524035,0.73,30143
5369,0.519341,0.73,30146
5370,0.516362,0.73,30142
5371,0.511388,0.73,30163
5372,0.510472,0.73,28708
5373,0.506272,0.73,30185
5374,0.505885,0.73,30099
5375,0.511196,0.73,30137
5376,0.524861,0.73,30154
5377,0.514473,0.73,30143
5378,0.529013,0.73,30185
5379,0.543261,0.73,29830
5380,0.549533,0.73,30167
5381,0.550681,0.73,30160
5382,0.545487,0.72,30172
5383,0.55213,0.72,27318
5384,0.538318,0.72,27602
5385,0.530075,0.72,30119
5386,0.520986,0.72,30210
5387,0.513677,0.72,30210
5388,0.496005,0.72,30197
5389,0.493029,0.72,30201
5390,0.505715,0.72,30211
5391,0.522567,0.72,30202
5392,0.530165,0.72,30209
5393,0.526618,0.72,30145
5394,0.53356,0.72,30159
5395,0.545141,0.72,30131
5396,0.556719,0.72,30136
5397,0.560924,0.72,28870
5398,0.55266,0.72,30174
5399,0.562604,0.72,29400
5400,0.553262,0.72,30054
5401,0.542857,0.72,29749
5402,0.535994,0.72,30146
5403,0.526174,0.72,30111
5404,0.52621,0.72,30148
5405,0.5359,0.72,30134
5406,0.535474,0.72,30139
5407,0.524698,0.72,30163
5408,0.517833,0.72,30089
5409,0.527265,0.72,30148
5410,0.544856,0.72,30150
5411,0.544302,0.72,30146
5412,0.55661,0.72,30062
5413,0.56801,0.72,30144
5414,0.575852,0.72,30177
5415,0.58737,0.72,29593
5416,0.587991,0.72,30154
5417,0.586743,0.72,30148
5418,0.591341,0.72,30166
5419,0.590178,0.72,30154
5420,0.575583,0.72,30130
5421,0.563991,0.72,30166
5422,0.555739,0.72,29771
5423,0.536494,0.72,30156
5424,0.526134,0.72,30171
5425,0.521631,0.72,30156
5426,0.516874,0.72,29403
5427,0.49756,0.72,29616
5428,0.497504,0.72,30202
5429,0.510558,0.72,26708
5430,0.520565,0.72,30149
5431,0.523721,0.72,30145
5432,0.520539,0.72,30165
5433,0.529143,0.72,30168
5434,0.536396,0.72,30155
5435,0.539909,0.72,30204
5436,0.536548,0.72,30202
5437,0.52572,0.72,29803
5438,0.507997,0.72,30204
5439,0.499789,0.72,30202
5440,0.482656,0.72,30150
5441,0.473483,0.72,30150
5442,0.473194,0.72,28142
5443,0.467211,0.72,30201
5444,0.480859,0.72,30210
5445,0.497148,0.72,30217
5446,0.508982,0.72,30209
5447,0.51442,0.72,30181
5448,0.532548,0.72,30191
5449,0.539,0.72,30152
5450,0.542388,0.71,30167
5451,0.556084,0.71,30161
5452,0.5431,0.71,30060
5453,0.53749,0.71,30154
5454,0.527373,0.71,30085
5455,0.516246,0.71,30138
5456,0.502631,0.71,30113
5457,0.512775,0.71,30145
5458,0.509212,0.71,30115
5459,0.508123,0.71,30152
5460,0.495424,0.71,30153
5461,0.492537,0.71,30153
5462,0.481044,0.71,30017
5463,0.47483,0.71,30176
5464,0.466447,0.71,29776
5465,0.460745,0.71,30150
5466,0.466689,0.71,30193
5467,0.482623,0.71,30127
5468,0.488994,0.71,29401
5469,0.479201,0.71,30170
5470,0.480929,0.71,30100
5471,0.471293,0.71,30134
5472,0.457614,0.71,30203
5473,0.453766,0.71,30109
5474,0.442589,0.71,30189
5475,0.442922,0.71,28086
5476,0.43684,0.71,30155
5477,0.424718,0.71,30124
5478,0.442244,0.71,30150
5479,0.458484,0.71,30140
5480,0.459032,0.71,30127
5481,0.456753,0.71,30154
5482,0.444613,0.71,30091
5483,0.447932,0.71,29623
5484,0.463859,0.71,30152
5485,0.472325,0.71,30155
5486,0.486061,0.71,30178
5487,0.488268,0.71,30149
5488,0.475442,0.71,30162
5489,0.47115,0.71,30023
5490,0.477634,0.71,30046
5491,0.474327,0.71,30153
5492,0.463312,0.71,30141
5493,0.457379,0.71,30134
5494,0.447597,0.71,30062
5495,0.44199,0.71,30131
5496,0.451043,0.71,27973
5497,0.456895,0.71,30136
5498,0.456508,0.71,30139
5499,0.467276,0.71,29720
5500,0.477033,0.71,30140
5501,0.486562,0.71,30152
5502,0.495747,0.71,30143
5503,0.501015,0.71,30135
5504,0.498346,0.71,30153
5505,0.489568,0.71,29644
5506,0.485137,0.71,30141
5507,0.486227,0.71,29539
5508,0.483109,0.71,30024
5509,0.485366,0.71,30147
5510,0.478349,0.71,30142
5511,0.477713,0.71,30144
5512,0.476836,0.71,30132
5513,0.474078,0.71,30030
5514,0.475252,0.71,30181
5515,0.477151,0.71,30150
5516,0.459265,0.71,30145
5517,0.460269,0.71,28613
5518,0.454307,0.71,29922
5519,0.443203,0.7,30149
5520,0.444451,0.7,30153
5521,0.445398,0.7,30138
5522,0.461741,0.7,28277
5523,0.469309,0.7,30175
5524,0.483688,0.7,30160
5525,0.498097,0.7,30095
5526,0.49745,0.7,30151
5527,0.492014,0.7,30151
5528,0.476429,0.7,29940
5529,0.47068,0.7,30092
5530,0.471163,0.7,30144
5531,0.486964,0.7,30156
5532,0.48934,0.7,29748
5533,0.482877,0.7,30175
5534,0.481535,0.7,30167
5535,0.475961,0.7,30143
5536,0.477708,0.7,30197
5537,0.47364,0.7,28256
5538,0.482247,0.7,30144
5539,0.487691,0.7,30148
5540,0.490789,0.7,30151
5541,0.492373,0.7,30142
5542,0.487563,0.7,30133
5543,0.483589,0.7,30167
5544,0.478857,0.7,30175
5545,0.473136,0.7,30204
5546,0.464441,0.7,30209
5547,0.455622,0.7,30203
5548,0.459708,0.7,30207
5549,0.4594,0.7,30213
5550,0.460016,0.7,29618
5551,0.454197,0.7,30162
5552,0.44946,0.7,30154
5553,0.444906,0.7,30138
5554,0.456352,0.7,30145
5555,0.462346,0.7,29793
5556,0.468799,0.7,30178
5557,0.4621,0.7,30155
5558,0.46007,0.7,30191
5559,0.453517,0.7,30168
5560,0.455563,0.7,30153
5561,0.450788,0.7,30151
5562,0.442,0.7,30197
5563,0.451798,0.7,30185
5564,0.46512,0.7,30072
5565,0.477836,0.7,30201
5566,0.473412,0.7,30188
5567,0.468902,0.7,30138
5568,0.465954,0.7,27989
5569,0.458024,0.7,30157
5570,0.451477,0.7,30164
5571,0.449184,0.7,29379
5572,0.443364,0.7,30197
5573,0.456946,0.7,30159
5574,0.46611,0.7,30194
5575,0.471658,0.7,30151
5576,0.465744,0.7,30164
5577,0.457698,0.7,30146
5578,0.455778,0.7,29940
5579,0.464958,0.7,30149
5580,0.475934,0.7,30128
5581,0.481689,0.7,30142
5582,0.481526,0.7,30144
5583,0.48556,0.7,30131
5584,0.494622,0.7,30151
5585,0.481012,0.7,30037
5586,0.472783,0.7,30145
5587,0.462358,0.69,30062
5588,0.453705,0.69,26162
5589,0.444374,0.69,30150
5590,0.451173,0.69,30145
5591,0.462182,0.69,29844
5592,0.467003,0.69,30202
5593,0.458587,0.69,30190
5594,0.447562,0.69,29839
5595,0.445529,0.69,30086
5596,0.444475,0.69,30172
5597,0.449426,0.69,30149
5598,0.443213,0.69,30054
5599,0.450504,0.69,30158
5600,0.450243,0.69,30192
5601,0.443448,0.69,30203
5602,0.431133,0.69,30191
5603,0.453957,0.69,30186
5604,0.460271,0.69,26342
5605,0.452185,0.69,30159
5606,0.438495,0.69,30202
5607,0.432043,0.69,29431
5608,0.445817,0.69,30148
5609,0.447911,0.69,30147
5610,0.452335,0.69,30148
5611,0.451213,0.69,30150
5612,0.464581,0.69,30133
5613,0.464363,0.69,30139
5614,0.458871,0.69,28040
5615,0.449565,0.69,30152
5616,0.444062,0.69,30146
5617,0.434649,0.69,30152
5618,0.42648,0.69,29472
5619,0.43199,0.69,29650
5620,0.441862,0.69,30157
5621,0.450257,0.69,30052
5622,0.459612,0.69,30154
5623,0.468751,0.69,30169
5624,0.461501,0.69,30149
5625,0.453964,0.69,30180
5626,0.449009,0.69,30097
5627,0.434828,0.69,30185
5628,0.433169,0.69,30158
5629,0.432635,0.69,30067
5630,0.427843,0.69,30194
5631,0.427265,0.69,30168
5632,0.42639,0.69,30036
5633,0.418521,0.69,30156
5634,0.418295,0.69,30183
5635,0.403203,0.69,28505
5636,0.398001,0.69,30208
5637,0.395823,0.69,30212
5638,0.393434,0.69,30208
5639,0.408033,0.69,30174
5640,0.420693,0.69,30176
5641,0.419621,0.69,30149
5642,0.42266,0.69,30140
5643,0.416128,0.69,30151
5644,0.429031,0.69,30157
5645,0.43485,0.69,30180
5646,0.435045,0.69,30158
5647,0.435193,0.69,30154
5648,0.434089,0.69,30135
5649,0.428032,0.69,30185
5650,0.424886,0.69,29918
5651,0.42115,0.69,30201
5652,0.428157,0.69,30198
5653,0.425377,0.69,30159
5654,0.43377,0.69,29399
5655,0.436879,0.69,30135
5656,0.436748,0.68,30141
5657,0.423315,0.68,30146
5658,0.449992,0.68,30154
5659,0.449754,0.68,30156
5660,0.463362,0.68,30169
5661,0.459202,0.68,28710
5662,0.454136,0.68,30175
5663,0.448667,0.68,30202
5664,0.439582,0.68,29866
5665,0.438725,0.68,30198
5666,0.428801,0.68,30157
5667,0.42178,0.68,30151
5668,0.421134,0.68,29752
5669,0.420176,0.68,30151
5670,0.435505,0.68,30125
5671,0.450509,0.68,30153
5672,0.450124,0.68,30168
5673,0.458933,0.68,30161
5674,0.454567,0.68,30121
5675,0.447465,0.68,30139
5676,0.43698,0.68,30157
5677,0.433479,0.68,29779
5678,0.433652,0.68,29917
5679,0.434652,0.68,30148
5680,0.445696,0.68,30152
5681,0.452211,0.68,30177
5682,0.459118,0.68,30179
5683,0.464452,0.68,30145
5684,0.462017,0.68,30137
5685,0.457706,0.68,26313
5686,0.451414,0.68,30162
5687,0.446107,0.68,30193
5688,0.446914,0.68,30173
5689,0.451818,0.68,30172
5690,0.442012,0.68,30150
5691,0.442674,0.68,30142
5692,0.438493,0.68,30144
5693,0.444774,0.68,30168
5694,0.454554,0.68,30144
5695,0.458706,0.68,30144
5696,0.453051,0.68,30101
5697,0.446005,0.68,30169
5698,0.442836,0.68,30152
5699,0.44639,0.68,30144
5700,0.437217,0.68,30159
5701,0.435832,0.68,30153
5702,0.444846,0.68,30151
5703,0.435344,0.68,30156
5704,0.447505,0.68,30189
5705,0.44128,0.68,30158
5706,0.434254,0.68,24379
5707,0.435671,0.68,27950
5708,0.432989,0.68,30144
5709,0.440872,0.68,30185
5710,0.443372,0.68,30194
5711,0.456023,0.68,29802
5712,0.453699,0.68,29852
5713,0.462122,0.68,30147
5714,0.469741,0.68,30142
5715,0.45529,0.68,30156
5716,0.452191,0.68,30146
5717,0.442033,0.68,29721
5718,0.435965,0.68,30166
5719,0.444356,0.68,30186
5720,0.450527,0.68,28288
5721,0.457023,0.68,30139
5722,0.462449,0.68,30136
5723,0.449465,0.68,30144
5724,0.439513,0.67,30111
5725,0.427171,0.67,30072
5726,0.420723,0.67,30153
5727,0.423466,0.67,30082
5728,0.417235,0.67,30149
5729,0.407201,0.67,30026
5730,0.405645,0.67,30149
5731,0.400046,0.67,30147
5732,0.475368,0.67,30154
5733,0.476982,0.67,30158
5734,0.476819,0.67,29209
5735,0.47449,0.67,29428
5736,0.470832,0.67,30120
5737,0.460431,0.67,30167
5738,0.452604,0.67,30153
5739,0.448586,0.67,30187
5740,0.443998,0.67,29479
5741,0.455278,0.67,30203
5742,0.443618,0.67,30213
5743,0.445079,0.67,30196
5744,0.448918,0.67,30157
5745,0.441601,0.67,29531
5746,0.432777,0.67,30156
5747,0.431057,0.67,30132
5748,0.426756,0.67,30145
5749,0.421886,0.67,30153
5750,0.41738,0.67,30134
5751,0.410348,0.67,29977
5752,0.418338,0.67,30165
5753,0.422705,0.67,27796
5754,0.43253,0.67,30014
5755,0.433598,0.67,30114
5756,0.427321,0.67,29587
5757,0.414515,0.67,30144
5758,0.415874,0.67,30147
5759,0.42475,0.67,30140
5760,0.429366,0.67,30151
5761,0.429596,0.67,30048
5762,0.434479,0.67,30157
5763,0.441441,0.67,30155
5764,0.448846,0.67,30161
5765,0.441177,0.67,30192
5766,0.432817,0.67,30154
5767,0.44333,0.67,30152
5768,0.446574,0.67,30137
5769,0.455607,0.67,30143
5770,0.45729,0.67,30150
5771,0.463171,0.67,30002
5772,0.469117,0.67,30155
5773,0.462651,0.67,30181
5774,0.450881,0.67,30154
5775,0.442892,0.67,30146
5776,0.428545,0.67,30109
5777,0.434439,0.67,30152
5778,0.439673,0.67,30090
5779,0.433271,0.67,30151
5780,0.435173,0.67,30153
5781,0.433488,0.67,30126
5782,0.436424,0.67,30199
5783,0.442945,0.67,28045
5784,0.434422,0.67,30150
5785,0.429304,0.67,30060
5786,0.425061,0.67,28427
5787,0.428499,0.67,30115
5788,0.423853,0.67,30150
5789,0.415712,0.67,30139
5790,0.407867,0.67,30027
5791,0.40155,0.67,30158
5792,0.409032,0.67,27143
5793,0.416555,0.66,30065
5794,0.425338,0.66,30164
5795,0.42676,0.66,30150
5796,0.432089,0.66,30162
5797,0.429719,0.66,30185
5798,0.428096,0.66,30209
5799,0.41754,0.66,29664
5800,0.411819,0.66,28138
5801,0.392988,0.66,30155
5802,0.379938,0.66,30164
5803,0.380115,0.66,30162
5804,0.396204,0.66,30147
5805,0.401595,0.66,30159
5806,0.408991,0.66,30154
5807,0.426233,0.66,30056
5808,0.414689,0.66,30163
5809,0.401975,0.66,30207
5810,0.409912,0.66,30165
5811,0.416074,0.66,30154
5812,0.421275,0.66,30153
5813,0.425156,0.66,30150
5814,0.422884,0.66,30135
5815,0.424261,0.66,30160
5816,0.425549,0.66,30153
5817,0.42109,0.66,30214
5818,0.412234,0.66,30193
5819,0.411582,0.66,30185
5820,0.399644,0.66,30080
5821,0.4048,0.66,30198
5822,0.399979,0.66,30191
5823,0.388637,0.66,30188
5824,0.376657,0.66,30161
5825,0.37521,0.66,26940
5826,0.380096,0.66,30103
5827,0.377662,0.66,30150
5828,0.390949,0.66,30152
5829,0.403615,0.66,30144
5830,0.412604,0.66,30155
5831,0.414451,0.66,30212
5832,0.416686,0.66,30170
5833,0.418239,0.66,30176
5834,0.422273,0.66,24490
5835,0.421004,0.66,30016
5836,0.413528,0.66,30151
5837,0.405482,0.66,30167
5838,0.39534,0.66,30147
5839,0.410549,0.66,30147
5840,0.418931,0.66,30149
5841,0.430582,0.66,30154
5842,0.437455,0.66,29356
5843,0.441485,0.66,30189
5844,0.437705,0.66,30210
5845,0.446845,0.66,30134
5846,0.451136,0.66,28186
5847,0.46035,0.66,30156
5848,0.455533,0.66,28301
5849,0.454834,0.66,30160
5850,0.451451,0.66,30180
5851,0.448696,0.66,30151
5852,0.436805,0.66,30157
5853,0.431928,0.66,30031
5854,0.42505,0.66,30161
5855,0.420034,0.66,30124
5856,0.411766,0.66,30165
5857,0.410688,0.66,30162
5858,0.417323,0.66,30172
5859,0.422048,0.66,30185
5860,0.423715,0.66,30219
5861,0.414094,0.65,30175
5862,0.410053,0.65,28538
5863,0.394347,0.65,30170
5864,0.403078,0.65,30128
5865,0.410292,0.65,25363
5866,0.406961,0.65,30193
5867,0.415832,0.65,30146
5868,0.403312,0.65,30149
5869,0.402487,0.65,30138
5870,0.396534,0.65,30157
5871,0.389102,0.65,30157
5872,0.382245,0.65,30161
5873,0.380803,0.65,30162
5874,0.396966,0.65,30143
5875,0.388371,0.65,30040
5876,0.41103,0.65,30067
5877,0.416708,0.65,30098
5878,0.424174,0.65,30161
5879,0.431575,0.65,30153
5880,0.436712,0.65,30158
5881,0.437402,0.65,29982
5882,0.428578,0.65,30168
5883,0.427091,0.65,28080
5884,0.424348,0.65,30151
5885,0.427364,0.65,30140
5886,0.426199,0.65,30180
5887,0.414541,0.65,30148
5888,0.415075,0.65,30158
5889,0.407045,0.65,29045
5890,0.416272,0.65,30154
5891,0.421888,0.65,30046
5892,0.416513,0.65,30149
5893,0.416738,0.65,28064
5894,0.40977,0.65,30142
5895,0.40254,0.65,29993
5896,0.404233,0.65,30164
5897,0.40455,0.65,30207
5898,0.397572,0.65,30144
5899,0.407906,0.65,30196
5900,0.410139,0.65,30143
5901,0.416057,0.65,30159
5902,0.41698,0.65,30147
5903,0.421899,0.65,30152
5904,0.422311,0.65,30155
5905,0.417613,0.65,30183
5906,0.423268,0.65,27233
5907,0.4235,0.65,30191
5908,0.417741,0.65,30174
5909,0.423985,0.65,30138
5910,0.418639,0.65,30152
5911,0.411633,0.65,30157
5912,0.408846,0.65,30152
5913,0.401602,0.65,30130
5914,0.408493,0.65,30154
5915,0.40776,0.65,30155
5916,0.403277,0.65,30146
5917,0.414399,0.65,30184
5918,0.421005,0.65,30214
5919,0.428043,0.65,30210
5920,0.42681,0.65,30211
5921,0.434295,0.65,30210
5922,0.433871,0.65,30165
5923,0.442582,0.65,30202
5924,0.435339,0.65,30177
5925,0.417416,0.65,30182
5926,0.422039,0.65,30179
5927,0.422861,0.65,30199
5928,0.429089,0.65,30167
5929,0.425809,0.64,30032
5930,0.426557,0.64,30036
5931,0.423253,0.64,30156
5932,0.429977,0.64,29980
5933,0.422005,0.64,30183
5934,0.420555,0.64,30118
5935,0.417886,0.64,30150
5936,0.420574,0.64,30123
5937,0.421676,0.64,30146
5938,0.417331,0.64,28376
5939,0.417213,0.64,30154
5940,0.408009,0.64,30149
5941,0.399028,0.64,30142
5942,0.395787,0.64,30147
5943,0.399184,0.64,30157
5944,0.404548,0.64,30157
5945,0.415062,0.64,30153
5946,0.415316,0.64,30144
5947,0.407492,0.64,30150
5948,0.400394,0.64,30153
5949,0.397964,0.64,30154
5950,0.395449,0.64,30151
5951,0.393171,0.64,30150
5952,0.383213,0.64,30164
5953,0.384904,0.64,30151
5954,0.378618,0.64,29895
5955,0.379051,0.64,30147
5956,0.380157,0.64,30148
5957,0.383224,0.64,30146
5958,0.380033,0.64,30151
5959,0.38225,0.64,30144
5960,0.378849,0.64,30154
5961,0.376569,0.64,30152
5962,0.372196,0.64,30151
5963,0.384762,0.64,30169
5964,0.389493,0.64,30086
5965,0.397661,0.64,30118
5966,0.397784,0.64,30199
5967,0.404064,0.64,29652
5968,0.399996,0.64,30160
5969,0.398549,0.64,30161
5970,0.394272,0.64,30194
5971,0.387647,0.64,29410
5972,0.381523,0.64,27096
5973,0.367296,0.64,30151
5974,0.371064,0.64,30155
5975,0.374381,0.64,30146
5976,0.382228,0.64,30157
5977,0.379203,0.64,30157
5978,0.387744,0.64,29802
5979,0.392059,0.64,30152
5980,0.393198,0.64,29939
5981,0.387941,0.64,30147
5982,0.380345,0.64,30149
5983,0.369801,0.64,30148
5984,0.364381,0.64,28272
5985,0.371657,0.64,30152
5986,0.37905,0.64,30157
5987,0.377851,0.64,30148
5988,0.375316,0.64,30176
5989,0.380235,0.64,30164
5990,0.373934,0.64,30156
5991,0.365789,0.64,30139
5992,0.361738,0.64,29352
5993,0.35825,0.64,30017
5994,0.352567,0.64,30125
5995,0.350465,0.64,30130
5996,0.352755,0.64,30157
5997,0.342971,0.64,30144
5998,0.345148,0.63,30144
5999,0.35249,0.63,30176
6000,0.356957,0.63,30304
6001,0.364852,0.63,30330
6002,0.363946,0.63,30392
6003,0.353946,0.63,30297
6004,0.361032,0.63,30288
6005,0.361319,0.63,27366
6006,0.374109,0.63,30219
6007,0.382672,0.63,30287
6008,0.377606,0.63,30288
6009,0.376338,0.63,30289
6010,0.373324,0.63,29811
6011,0.378951,0.63,30219
6012,0.367668,0.63,30316
6013,0.375871,0.63,30293
6014,0.379318,0.63,30293
6015,0.373172,0.63,30278
6016,0.374603,0.63,30280
6017,0.373157,0.63,30196
6018,0.366103,0.63,30228
6019,0.364337,0.63,29529
6020,0.360438,0.63,30292
6021,0.355264,0.63,30147
6022,0.351401,0.63,30285
6023,0.349934,0.63,29960
6024,0.342467,0.63,30229
6025,0.33771,0.63,30340
6026,0.337674,0.63,30342
6027,0.335777,0.63,29732
6028,0.337871,0.63,30328
6029,0.332214,0.63,30334
6030,0.338559,0.63,28841
6031,0.333024,0.63,30316
6032,0.332872,0.63,30256
6033,0.333846,0.63,30277
6034,0.342126,0.63,27501
6035,0.342156,0.63,30251
6036,0.344359,0.63,30241
6037,0.333125,0.63,30198
6038,0.332581,0.63,28675
6039,0.343025,0.63,30193
6040,0.360252,0.63,30257
6041,0.365533,0.63,30271
6042,0.355877,0.63,30223
6043,0.351578,0.63,29993
6044,0.347755,0.63,30199
6045,0.338822,0.63,30180
6046,0.331847,0.63,30096
6047,0.343159,0.63,30159
6048,0.352114,0.63,30142
6049,0.361474,0.63,30169
6050,0.362229,0.63,30167
6051,0.362973,0.63,29593
6052,0.354968,0.63,30154
6053,0.34622,0.63,30163
6054,0.332409,0.63,30156
6055,0.335744,0.63,30053
6056,0.341871,0.63,29921
6057,0.348091,0.63,30185
6058,0.352839,0.63,30210
6059,0.355014,0.63,30173
6060,0.358381,0.63,30153
6061,0.364185,0.63,30156
6062,0.37466,0.63,30168
6063,0.373157,0.63,30166
6064,0.369884,0.63,30166
6065,0.366055,0.63,30185
6066,0.361587,0.62,30216
6067,0.359314,0.62,30212
6068,0.358958,0.62,30172
6069,0.354432,0.62,30169
6070,0.350466,0.62,30168
6071,0.352945,0.62,30164
6072,0.361183,0.62,30154
6073,0.364062,0.62,29429
6074,0.374121,0.62,30169
6075,0.37634,0.62,30184
6076,0.378304,0.62,28203
6077,0.375759,0.62,30161
6078,0.37342,0.62,30155
6079,0.374162,0.62,30160
6080,0.382523,0.62,30217
6081,0.374155,0.62,30215
6082,0.368024,0.62,30175
6083,0.352047,0.62,30216
6084,0.348118,0.62,30216
6085,0.349208,0.62,30207
6086,0.345096,0.62,30150
6087,0.341763,0.62,30153
6088,0.332958,0.62,30133
6089,0.331059,0.62,28742
6090,0.338497,0.62,30131
6091,0.343159,0.62,30048
6092,0.33994,0.62,30153
6093,0.332284,0.62,29427
6094,0.351779,0.62,30154
6095,0.356199,0.62,30185
6096,0.361688,0.62,29685
6097,0.356425,0.62,30167
6098,0.350056,0.62,30182
6099,0.353915,0.62,30036
6100,0.35077,0.62,29875
6101,0.344602,0.62,30148
6102,0.342119,0.62,30153
6103,0.339704,0.62,30130
6104,0.329127,0.62,30204
6105,0.327971,0.62,30060
6106,0.323459,0.62,29710
6107,0.317477,0.62,30142
6108,0.309402,0.62,29757
6109,0.310683,0.62,30164
6110,0.310558,0.62,30197
6111,0.314079,0.62,30020
6112,0.314586,0.62,30155
6113,0.320088,0.62,27733
6114,0.317712,0.62,30148
6115,0.319635,0.62,30151
6116,0.328482,0.62,30058
6117,0.333733,0.62,30092
6118,0.339908,0.62,30160
6119,0.339654,0.62,30154
6120,0.342275,0.62,30155
6121,0.341619,0.62,30149
6122,0.333336,0.62,28297
6123,0.335252,0.62,29776
6124,0.329978,0.62,30183
6125,0.327313,0.62,30208
